Fan QF-9 | Conf 51  | 86% Speed 

Ang 10
49.46673186644908, 101.53088510562438
65.09913005398641, 108.95668063107227
79.09769525297101, 100.61369105980924
101.09370857162419, 106.27328638916123
125.71438407165219, 111.22559942953916
162.74819398755076, 109.23879133612621
195.9870930078041, 110.77769854710758
256.39203946039055, 114.79142526071841
326.4828819149639, 118.33318477582671
428.95260107987025, 124.81771993938852
538.702021238643, 135.41759515108296
681.1289556470209, 119.90016935555752
839.0541680293989, 119.44023531509046
1064.7081806363606, 120.98181656119083
1273.5043878847937, 118.63802477939208
1698.288964196223, 118.65273197254656
2147.9591975019257, 118.31179249487475
2642.1820741957, 117.02825563775735
3254.7931836792127, 116.56832159729029
4228.339890857692, 116.58169177288528
5202.304149618176, 115.41581246100364
6755.600558366816, 115.1938675461271
8560.134987223564, 115.91184597557714
10514.615263977083, 113.80470630180942
13285.018193117205, 112.8754790979588
16744.08063231877, 110.53436135127907
21186.24623449869, 110.42873696407878

Ang 20
49.38439242514983, 99.06018136850784
62.292271867842885, 102.83081927764533
83.24673195042527, 100.36763886722666
99.45765122494942, 106.3721842204942
131.93582498276794, 112.37940331097792
167.37965964731941, 109.56195271941357
205.9717337310049, 111.68490006907155
252.86436828401608, 116.5136694815178
319.7105916027992, 117.57848532786701
413.4567773019398, 122.76152492145897
519.4414968357161, 131.12029589358525
630.0257544275511, 119.83110893251042
818.5339497474986, 119.72014883803837
1006.0206464430497, 123.25482943784675
1276.8065041436214, 119.96680109623226
1613.6755737667736, 121.50219469263162
2099.0818165826504, 119.97950134800918
2525.9208175003855, 117.74893607539939
3197.2699452890874, 117.51966310911075
4046.2224351452146, 117.5256790178472
4996.545145162694, 115.64871549207905
6318.708611444065, 116.47824246340322
7998.119733777573, 116.24896949711459
10140.52572259667, 114.13738553062544
12842.301318912803, 113.31989037677414
16267.258373996037, 112.26710634789777
20626.78285396393, 110.03787794389609

Ang 30
48.96178433339879, 99.53369985746286
60.46910196103191, 100.25860313581757
