Fan A | Conf 203  | 80% Speed 

Ang 10
50.705599304838856, 111.95951566688231
61.950213203600065, 106.4479157038543
78.4362546693465, 107.9314169516591
100.44793885850702, 109.97966540345686
123.65282543451993, 112.87087531195118
154.78467076602576, 113.789629355763
201.70706876284095, 113.52712820038819
249.95379351296418, 113.26092984564191
318.0840003188119, 112.31999260560124
398.3086866423093, 113.06959977816803
498.6490906373798, 113.93197153156483
639.9462712984883, 114.96533875589239
788.994684760918, 117.12357888899157
1010.7699203546057, 119.0026804695443
1247.807879281067, 120.54071540807837
1613.2454343794875, 124.05582771050928
2016.164614571667, 131.74138090396522
2513.4075305290758, 122.62223865421942
3132.099251262535, 125.68351973380163
4051.2928422388322, 128.9731028745725
4986.9626017524315, 125.88686569923281
6596.596510740804, 124.49764303540067
8167.686971165907, 124.62612071355946
10139.299437291274, 123.51418800258803
13046.263034167436, 123.30714483778536
16180.211510029509, 122.64627045013401
20536.98031684303, 122.94574359922358

Ang 20
51.32981460065312, 114.1185215950764
62.855786698360085, 109.08324169211383
82.1238391964421, 109.04203854122912
99.61602759574872, 109.85604855647382
129.64450023318804, 112.2296898672343
162.78460937191815, 114.22598960717777
202.63116874536757, 114.07519457043475
252.4288430801326, 113.4414306413627
326.0814758052301, 112.91669223181376
410.5046721264498, 113.30309566399374
516.6953645237425, 113.7968255166913
657.6765202268699, 114.88141704857065
836.1063095371766, 116.71729352407294
1036.7052776615305, 118.98134294897513
1301.7109353223232, 120.97764268891859
1670.299523055504, 124.58497146929588
2154.9810728789607, 132.3249338059346
2623.1503595000486, 123.47899960826331
3366.7918116863707, 126.92533875786425
4213.844150237653, 130.90717727738266
5402.911982313458, 127.48405914752429
6809.429375130789, 127.17284084634011
8683.232000984592, 127.13050496278503
10815.301148855411, 126.60406745423053
13327.87970451985, 125.16478900494157
17427.089499759328, 124.64061696172782
21952.356270446082, 124.65137792209633

Ang 30
50.73873128501894, 114.57180892802062
64.9640111555327, 107.93992066627345
83.17546505771169, 107.31959153412812
100.05733527202695, 111.6086455362603
125.8628962623844, 113.18373929184098
162.43241944174292, 114.87604781669906
202.9851135213749, 113.5027517871735
249.62354858148558, 113.57353522125236
315.4151207618482, 113.0679856484964
407.6174565859966, 114.12454204525162
514.28083695047, 114.31254024860789
630.0051749210869, 116.17498877097664
794.6638417169171, 116.4785782703516
998.6178275114729, 118.5160372100071
1238.1734770280295, 120.78386700507066
1607.6715951770877, 125.65574790707241
2041.4431011072365, 134.86149067314614
2540.765485622929, 123.37233276872543
3180.554593969389, 127.20145679667081
