Fan QF-5 | Conf 43  | 60% Speed 

Ang 10
56.877650351466976, 109.68752219302606
58.58307653780738, 108.7174206377388
74.72165598350034, 108.36588310489313
96.76131750010805, 112.38761451601448
121.29648380652898, 118.47240962999787
157.17648316311357, 122.25126056388041
186.2532769739136, 119.22377672040338
239.90499834543823, 115.22903202897521
304.29793704785834, 116.9419785526596
369.2234321672109, 115.13031744904481
481.2660732512014, 116.72324408777786
629.9813594228307, 116.7374476244585
801.6923964391858, 117.23599176194872
942.2653819734812, 117.2445138839571
1350.9798293948088, 123.45785100490022
1699.4576528064727, 118.24728357360983
1991.578825389515, 119.34876784319295
2655.469256946421, 122.52183793764647
3134.3912683635317, 120.95163695760245
3852.3894083083264, 124.36332646829061
4827.110472431714, 120.6100419004332
5841.726256946213, 119.76990270577375
8112.313215354043, 117.84390313187984
10115.124622770474, 115.91222214331368
12901.65875472771, 115.560684610468
15992.466203695181, 115.81492791705134
20331.49906468178, 116.67779277039983

Ang 20
48.932117358392716, 109.7093023255814
61.7866654610001, 110.05813953488374
77.80598542453122, 111.45348837209303
97.84530872535915, 113.37209302325581
128.44059738294126, 119.21511627906978
159.08619903399875, 120.30523255813955
204.25143287483795, 118.00387596899226
240.92478900916487, 117.03488372093024
307.0903981292386, 117.51937984496125
395.6437779302502, 113.88565891472868
488.0398735380268, 116.55038759689924
622.0711437959757, 117.03488372093024
791.4138136251037, 118.24612403100775
985.1982417161765, 117.3982558139535
1599.125462240661, 118.73062015503876
1928.9288514966768, 119.57848837209303
1267.6935410346543, 124.66569767441862
2567.149925426631, 124.30232558139537
3040.512767012007, 121.75872093023257
4166.871840928043, 125.63468992248063
4944.551692565563, 122.36434108527133
6172.750070752098, 120.4263565891473
7662.437145754177, 120.66860465116281
9847.140200573684, 118.00387596899226
12551.478065271109, 118.48837209302326
16495.115575902622, 117.640503875969
20559.986154049755, 116.30813953488374

Ang 30
52.120172925275774, 111.96000000000001
64.83899240463685, 110.88000000000002
80.87037811410741, 108.84000000000002
98.57749497371687, 115.32000000000002
121.60713709477346, 117.36000000000001
151.13617301213742, 116.64000000000001
198.61484052419357, 115.20000000000002
233.22015619254603, 115.56000000000002
303.9206671716683, 117.24000000000001
412.69169667519054, 113.64000000000001
480.69692616997634, 117.00000000000001
631.5013291992769, 115.68
802.6285797249138, 116.64000000000001
916.5413156752728, 117.36000000000001
1645.2576473514312, 120.12000000000002
1273.7260276624822, 125.16000000000001
1928.7971235896553, 121.08000000000001
2578.7854114322777, 123.24000000000001
3039.861528875221, 122.16000000000001
4025.05602599406, 127.92000000000002
4899.503212748075, 124.92000000000002
6279.737938745238, 122.76000000000002
8007.286727034988, 122.52000000000001
9987.081557996025, 120.48000000000002
12062.86013642567, 120.36000000000001
16295.593235782157, 118.68
19739.90368099918, 117.48000000000002

Ang 40
51.43182700793649, 111.17382336396025
66.09616488218978, 108.40474404650291
80.30526998039467, 106.3585224076505
96.81365605056618, 113.98931183198951
122.60425186450871, 115.33236452278268
150.44788494239498, 118.00440652540786
206.01299619367782, 112.45640352522034
255.763160465765, 111.86292893305833
323.75716517787936, 113.3269266829177
391.8317002847073, 112.36921057566099
534.4665072836201, 115.40971310706921
644.6152583963642, 115.41955747234203
842.112929963273, 115.5545659103694
1037.3814936943406, 117.13810238139885
1310.9008592096516, 126.58588036752299
1668.7408573165994, 118.97759234952187
2003.1171841233663, 120.3178323645228
2518.184624961289, 123.71695105944123
3229.195349714255, 121.55259703731485
3942.073639348647, 125.6759797487343
5005.168626743636, 126.29336208513033
6251.543381030769, 124.00665666604164
8006.292721139737, 122.20513782111384
9991.368493489404, 120.16032252015754
12768.257518478424, 118.96352897056067
15459.638164281816, 117.88486780423779
19637.25671149781, 118.38130508156762

Ang 50
50.228111008628204, 110.5692790850286
63.114805166442366, 106.59534077060094
84.75976502531731, 106.49760944970471
98.5003344408049, 109.41267460391865
125.60210165228689, 116.32698978156932
151.22353534311446, 116.82548982844288
194.92428133096607, 113.21646198556297
236.31338899149404, 111.78002249929692
305.7893322396203, 114.58259116902599
392.1199654118547, 112.42476797600077
495.28284517300483, 114.49962501171841
581.3177876600868, 114.63321458704418
780.6783045145731, 114.53548326614795
960.8526493949654, 116.36636355113905
1583.3885966691182, 118.94604856098249
1864.061763590517, 118.23310209055967
1203.2094642098039, 128.35989500328117
